,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
1992,0001171843-25-005376,1677940,BEYONDSPRING INC.,2834.0,US,NJ,FLORHAM PARK,07932,"100 CAMPUS DRIVE, WEST SIDE, 4TH FLOOR",SUITE 410,646-528-4184,US,NJ,FLORHAM PARK,07932,"100 CAMPUS DRIVE, WEST SIDE, 4TH FLOOR",SUITE 410,,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:31:00,0,1,bysi20250630_10q_htm.xml,1,
1993,0000950170-25-105126,1702750,"BYLINE BANCORP, INC.",6022.0,,,,,,,773-244-7000,US,IL,CHICAGO,60601,"180 NORTH LASALLE STREET, SUITE 300",,,,363012593,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:37:00,0,1,by-20250630_htm.xml,1,
1994,0000950170-25-105134,1572694,"GOLDMAN SACHS BDC, INC.",,US,NY,NEW YORK,10282,200 WEST STREET,ATT: PRIVATE CREDIT GROUP,1-212-902-0328,US,NY,NEW YORK,10282,200 WEST STREET,ATT: PRIVATE CREDIT GROUP,US,DE,462176593,"GOLDMAN SACHS LIBERTY HARBOR CAPITAL, LLC",20130321.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:40:00,0,1,gsbd-20250630_htm.xml,1,
1995,0000950170-25-105136,1998387,5C LENDING PARTNERS CORP.,,US,NY,RYE,10580,1 STUYVESANT AVENUE,,(917) 494-0822,US,NY,RYE,10580,1 STUYVESANT AVENUE,,US,MD,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:39:00,0,1,ck0001998387-20250630_htm.xml,1,
1996,0000950170-25-105138,750577,HANCOCK WHITNEY CORP,6022.0,US,MS,GULFPORT,39501,ONE HANCOCK WHITNEY PLAZA,P O BOX 4019,5042995208,US,MS,GULFPORT,39501,ONE HANCOCK WHITNEY PLAZA,P O BOX 4019,US,MS,640693170,HANCOCK HOLDING CO,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:40:00,0,1,hwc-20250630_htm.xml,1,
1997,0000950170-25-105143,1353612,INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES CANADIAN DOLLAR TRUST,20060216.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:42:00,0,1,fxc-20250630_htm.xml,1,
1998,0000950170-25-105145,1328598,INVESCO CURRENCYSHARES EURO TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES EURO TRUST,20060925.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:42:00,0,1,fxe-20250630_htm.xml,1,
1999,0000950170-25-105146,1353615,INVESCO CURRENCYSHARES SWISS FRANC TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES SWISS FRANC TRUST,20130124.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:42:00,0,1,fxf-20250630_htm.xml,1,
2000,0000950170-25-105148,1353613,INVESCO CURRENCYSHARES JAPANESE YEN TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES JAPANESE YEN TRUST,20060216.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:43:00,0,1,fxy-20250630_htm.xml,1,
2001,0000950170-25-105149,1995569,INVESCO GALAXY ETHEREUM ETF,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:43:00,0,1,qeth-20250630_htm.xml,1,
2002,0000950170-25-105150,1855781,INVESCO GALAXY BITCOIN ETF,6221.0,US,NY,NEW YORK,10013,"107 GRAND STREET, 8TH FLOOR",,212-390-9216,US,NY,NEW YORK,10013,"107 GRAND STREET, 8TH FLOOR",,US,DE,0,GALAXY BITCOIN ETF,20210408.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:43:00,0,1,btco-20250630_htm.xml,1,
2003,0000950170-25-105154,1353611,INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES BRITISH POUND STERLING TRUST,20060228.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:44:00,0,1,fxb-20250630_htm.xml,1,
2004,0000950170-25-105161,704532,ONTO INNOVATION INC.,3829.0,US,MA,WILMINGTON,01887,16 JONSPIN ROAD,,9782536200,US,MA,WILMINGTON,01887,16 JONSPIN ROAD,,US,DE,942276314,ONTO INNOVATION INC.,20191025.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:46:00,0,1,onto-20250628_htm.xml,1,
2005,0000950170-25-105164,834071,TOYOTA MOTOR CREDIT CORP,6141.0,US,TX,PLANO,75024,"6565 HEADQUARTERS DRIVE, W2-3D",,(469) 486-9013,US,TX,PLANO,75024,"6565 HEADQUARTERS DRIVE, W2-3D",,US,CA,953775816,,,4-NON,0,331.0,10-Q,2025-06-30,2026.0,Q1,2025-08-07,2025-08-07 16:47:00,0,1,ck0000834071-20250630_htm.xml,1,
2006,0000950170-25-105166,730272,REPLIGEN CORP,2836.0,US,MA,WALTHAM,02453,41 SEYON STREET,"BUILDING 1, SUITE 100",7814499560,US,MA,WALTHAM,02453,41 SEYON STREET,"BUILDING 1, SUITE 100",US,DE,42729386,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:47:00,0,1,rgen-20250630_htm.xml,1,
2007,0000950170-25-105189,1383082,INVESCO DB AGRICULTURE FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778078,POWERSHARES DB AGRICULTURE FUND,20061208.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:52:00,0,1,dba-20250630_htm.xml,2,1367306
2008,0000950170-25-105190,1383084,INVESCO DB BASE METALS FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778075,POWERSHARES DB BASE METALS FUND,20061208.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:52:00,0,1,dbb-20250630_htm.xml,2,1367306
2009,0000950170-25-105191,1743759,"CORSAIR GAMING, INC.",3577.0,US,CA,MILPITAS,95035,115 N. MCCARTHY BOULEVARD,,5106578747,US,CA,MILPITAS,95035,115 N. MCCARTHY BOULEVARD,,US,DE,822335306,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:52:00,0,1,crsr-20250630_htm.xml,1,
2010,0000950170-25-105193,1328237,INVESCO DB COMMODITY INDEX TRACKING FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,,,326042243,POWERSHARES DB COMMODITY INDEX TRACKING FUND,20060810.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:52:00,0,1,dbc-20250630_htm.xml,1,
2011,0000950170-25-105195,1383057,INVESCO DB PRECIOUS METALS FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778065,POWERSHARES DB PRECIOUS METALS FUND,20061208.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:53:00,0,1,dbp-20250630_htm.xml,2,1367306
2012,0000950170-25-105197,1383058,INVESCO DB OIL FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778062,POWERSHARES DB OIL FUND,20061208.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:53:00,0,1,dbo-20250630_htm.xml,2,1367306
2013,0000950170-25-105198,1852575,"STRATEGIC STORAGE TRUST VI, INC.",6798.0,US,CA,LADERA RANCH,92694,10 TERRACE ROAD,,9495424516,US,CA,LADERA RANCH,92694,10 TERRACE ROAD,,US,MD,853494431,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:53:00,0,1,sstvi-20250630_htm.xml,1,
2014,0000950170-25-105201,1383151,INVESCO DB US DOLLAR INDEX BULLISH FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778082,POWERSHARES DB US DOLLAR INDEX BULLISH FUND,20061208.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:53:00,0,1,uup-20250630_htm.xml,1,
2015,0000950170-25-105204,1353614,INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,20060216.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:55:00,0,1,fxa-20250630_htm.xml,1,
2016,0000950170-25-105207,1383149,INVESCO DB US DOLLAR INDEX BEARISH FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778084,POWERSHARES DB US DOLLAR INDEX BEARISH FUND,20061208.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:55:00,0,1,udn-20250630_htm.xml,2,1371571
2017,0000950170-25-105212,1383062,INVESCO DB ENERGY FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778060,POWERSHARES DB ENERGY FUND,20061208.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:57:00,0,1,dbe-20250630_htm.xml,2,1367306
2018,0000950170-25-105219,1382101,"SUTRO BIOPHARMA, INC.",2836.0,US,CA,SOUTH SAN FRANCISCO,94080,111 OYSTER POINT BLVD.,,650-392-8412,US,CA,SOUTH SAN FRANCISCO,94080,111 OYSTER POINT BLVD.,,,,452441988,SUTRO BIOPHARMA INC,20061127.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:01:00,0,1,stro-20250630_htm.xml,1,
2019,0000950170-25-105220,1826892,"BIOATLA, INC.",2836.0,US,CA,SAN DIEGO,92121,11085 TORREYANA ROAD,,858-558-0708,US,CA,SAN DIEGO,92121,11085 TORREYANA ROAD,,US,DE,851922320,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:01:00,0,1,bcab-20250630_htm.xml,1,
2020,0000950170-25-105221,1401521,AMERICAN COASTAL INSURANCE CORP,6331.0,US,FL,SAINT PETERSBURG,33716,570 CARILLON PARKWAY,SUITE 100,727-633-0851,US,FL,SAINT PETERSBURG,33716,570 CARILLON PARKWAY,SUITE 100,US,DE,753241967,UNITED INSURANCE HOLDINGS CORP.,20081002.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:02:00,0,1,acic-20250630_htm.xml,1,
2021,0000950170-25-105233,29002,DIODES INC /DEL/,3674.0,US,TX,PLANO,75024,4949 HEDGCOXE ROAD,SUITE 200,972-987-3900,US,TX,PLANO,75024,4949 HEDGCOXE ROAD,SUITE 200,US,DE,952039518,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:11:00,0,1,diod-20250630_htm.xml,1,
2022,0000950170-25-105242,1083446,"ASTRANA HEALTH, INC.",8742.0,US,CA,ALHAMBRA,91801,1668 S. GARFIELD AVENUE,2ND FLOOR,(626) 282-0288,US,CA,ALHAMBRA,91801,1668 S. GARFIELD AVENUE,2ND FLOOR,US,DE,870042699,"APOLLO MEDICAL HOLDINGS, INC.",20080715.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:16:00,0,1,asth-20250630_htm.xml,1,
2023,0000950170-25-105275,906709,NEKTAR THERAPEUTICS,2834.0,US,CA,SAN FRANCISCO,94158,455 MISSION BAY BOULEVARD SOUTH,,4154825300,US,CA,SAN FRANCISCO,94158,455 MISSION BAY BOULEVARD SOUTH,,US,DE,943134940,INHALE THERAPEUTIC SYSTEMS INC,19980723.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-07 17:59:00,0,1,nktr-20250630_htm.xml,1,
2024,0000950170-25-105284,1810560,"REVELATION BIOSCIENCES, INC.",2834.0,US,CA,SAN DIEGO,92122,4660 LAJOLLA VILLAGE DRIVE,SUITE 100,650-800-3717,US,CA,SAN DIEGO,92122,4660 LAJOLLA VILLAGE DRIVE,SUITE 100,US,DE,843898466,PETRA ACQUISITION INC.,20200423.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-07 18:05:00,0,1,revb-20250630_htm.xml,1,
2025,0000950170-25-105320,797721,VIASAT INC,3663.0,US,CA,CARLSBAD,92009,6155 EL CAMINO REAL,,760-476-2200,US,CA,CARLSBAD,92009,6155 EL CAMINO REAL,,US,DE,330174996,,,1-LAF,0,331.0,10-Q,2025-06-30,2026.0,Q1,2025-08-08,2025-08-07 19:05:00,0,1,vsat-20250630_htm.xml,1,
2026,0000950170-25-105342,1692376,"VELOCITY FINANCIAL, INC.",6199.0,US,CA,WESTLAKE VILLAGE,91361,2945 TOWNSGATE ROAD,SUITE 110,866-505-3863,US,CA,WESTLAKE VILLAGE,91361,2945 TOWNSGATE ROAD,SUITE 110,US,DE,0,"VELOCITY FINANCIAL, LLC",20161214.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-07 19:44:00,0,1,vel-20250630_htm.xml,1,
2027,0000950170-25-105378,2040127,KARMAN HOLDINGS INC.,3728.0,US,CA,HUNTINGTON BEACH,92649,5351 ARGOSY AVE,,(714) 898-9951,US,CA,HUNTINGTON BEACH,92649,5351 ARGOSY AVE,,US,DE,852660232,TCFIII SPACECO HOLDINGS LLC,20241003.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-07 20:59:00,0,1,ck0002040127-20250630_htm.xml,1,
2028,0001185185-25-000980,1766526,"TECTONIC FINANCIAL, INC.",6022.0,US,TX,DALLAS,75248,"16200 DALLAS PARKWAY, SUITE 190",,972-720-9000,US,TX,DALLAS,75248,"16200 DALLAS PARKWAY, SUITE 190",,US,TX,820764846,"T ACQUISITION, INC.",20190131.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 12:02:00,0,1,tectp10q063025_htm.xml,1,
2029,0001185185-25-000983,1694617,"ROYALE ENERGY, INC.",1311.0,US,CA,EL CAJON,92019,1530 HILTON HEAD RD,,(619) 881-2800,US,CA,EL CAJON,92019,1530 HILTON HEAD RD,,US,DE,814596368,"ROYALE ENERGY HOLDINGS, INC.",20170112.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 13:47:00,0,1,royl10q063025_htm.xml,1,
2030,0001185185-25-000985,1563756,"LIGHTSTONE VALUE PLUS REIT III, INC.",6798.0,US,NJ,LAKEWOOD,08701,"1985 CEDAR BRIDGE AVENUE, SUITE 1",,732-367-0129,US,NJ,LAKEWOOD,08701,"1985 CEDAR BRIDGE AVENUE, SUITE 1",,US,MD,461140492,"LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST III, INC.",20121205.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 14:05:00,0,1,lvvr310q063025_htm.xml,1,
2031,0001185185-25-000987,1436975,"LIGHTSTONE VALUE PLUS REIT II, INC.",6798.0,US,NJ,LAKEWOOD,08701,"1985 CEDAR BRIDGE AVENUE, SUITE 1",,732 367 0129,US,NJ,LAKEWOOD,08701,"1985 CEDAR BRIDGE AVENUE, SUITE 1",,US,MD,830511223,LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC,20080606.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 14:22:00,0,1,lvpr210q063025_htm.xml,1,
2032,0001185185-25-000990,1296884,"LIGHTSTONE VALUE PLUS REIT I, INC.",6798.0,US,NJ,LAKEWOOD,08701,C/O THE LIGHTSTONE GROUP,"1985 CEDAR BRIDGE AVENUE, SUITE 1",(732) 367-0129,US,NJ,LAKEWOOD,08701,C/O THE LIGHTSTONE GROUP,"1985 CEDAR BRIDGE AVENUE, SUITE 1",US,MD,201237795,"LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST, INC.",20040712.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 14:40:00,0,1,lvvr110q063025_htm.xml,1,
2033,0001185185-25-000996,942126,TAITRON COMPONENTS INC,5065.0,US,CA,VALENCIA,91355,28040 WEST HARRISON PARKWAY,,(661) 257-6060,US,CA,VALENCIA,91355,28040 WEST HARRISON PARKWAY,,US,CA,954249240,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 16:03:00,0,1,tait10q063025_htm.xml,1,
2034,0001185185-25-000997,1326205,"IGC PHARMA, INC.",2834.0,US,MD,POTOMAC,20854,10224 FALLS ROAD,,301-983-0998,US,MD,POTOMAC,20854,10224 FALLS ROAD,,US,MD,202760393,"INDIA GLOBALIZATION CAPITAL, INC.",20050505.0,4-NON,0,331.0,10-Q,2025-06-30,2026.0,Q1,2025-08-14,2025-08-14 16:05:00,0,1,igc10q063025_htm.xml,1,
2035,0001185185-25-000998,1419275,RYVYL INC.,8742.0,US,CA,SAN DIEGO,92108,"3131 CAMINO DEL RIO NORTH, SUITE 1400",,619-631-8261,US,CA,SAN DIEGO,92108,"3131 CAMINO DEL RIO NORTH, SUITE 1400",,US,NV,0,GREENBOX POS,20190222.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 16:09:00,0,1,rvyl10q063025_htm.xml,1,
2036,0001185185-25-001000,1636051,FUSE GROUP HOLDING INC.,1000.0,US,CA,ARCADIA,91007,805 W. DUARTE RD. #102,,(626) 977-0000,US,CA,ARCADIA,91007,805 W. DUARTE RD. #102,,US,NV,471017473,FUSE ENTERPRISES INC.,20150309.0,4-NON,0,930.0,10-Q,2025-06-30,2025.0,Q3,2025-08-14,2025-08-14 16:18:00,0,1,fuse10q063025_htm.xml,1,
2037,0001185185-25-001063,1567900,BLACKBOXSTOCKS INC.,1000.0,US,TX,DALLAS,75240,5430 LBJ FREEWAY,SUITE 1485,972-726-9203,US,TX,DALLAS,75240,5430 LBJ FREEWAY,SUITE 1485,US,NV,453598066,SMSA BALLINGER ACQUISITION CORP,20130125.0,4-NON,0,1231.0,S-4/A,2025-06-30,,,2025-08-25,2025-08-22 18:29:00,0,1,blbxs4a3081225_htm.xml,1,
2038,0001185185-25-001102,2065948,SOLARIUS CAPITAL ACQUISITION CORP.,6770.0,,,GRAND CAYMAN,KY1-1104,UGLAND HOUSE SOUTH CHURCH STREET,PO BOX 309,914-772-6976,,,GRAND CAYMAN,KY1-1104,UGLAND HOUSE SOUTH CHURCH STREET,PO BOX 309,,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-29,2025-08-29 16:32:00,0,1,soca10q063025_htm.xml,1,
2039,0001185185-25-001156,1879270,CANNAISSEUR GROUP INC.,2833.0,US,GA,ATLANTA,30308,650 PONCE DE LEON AVE,SUITE 300 #2334,404-254-2100,US,GA,ATLANTA,30308,650 PONCE DE LEON AVE,SUITE 300 #2334,US,DE,861907561,CANNASIEUR GROUP INC.,20210819.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-09-09,2025-09-09 17:27:00,0,1,tcrg10q063025_htm.xml,1,
2040,0001185185-25-001179,1077688,HOOKER FURNISHINGS CORP,2510.0,US,VA,MARTINSVILLE,24115,440 E COMMONWEALTH BLVD,POB 4708,2766322133,US,VA,MARTINSVILLE,24115,440 E COMMONWEALTH BLVD,POB 4708,US,VA,540251350,HOOKER FURNITURE CORP,19990128.0,2-ACC,0,131.0,10-Q,2025-07-31,2026.0,Q2,2025-09-12,2025-09-12 15:38:00,0,1,hoft10q080325_htm.xml,1,
2041,0001185185-25-001203,39020,FREQUENCY ELECTRONICS INC,3825.0,US,NY,MITCHEL FIELD,11553,55 CHARLES LINDBERGH BLVD,,5167944500,US,NY,MITCHELL FIELD,11553,55 CHARLES LINDBERGH BOULEVARD,,US,DE,111986657,,,4-NON,0,430.0,10-Q,2025-07-31,2026.0,Q1,2025-09-15,2025-09-15 13:42:00,0,1,feim10q073125_htm.xml,1,
2042,0001185185-25-001237,1876766,LICHEN INTERNATIONAL LTD,8742.0,CN,,"JINJIANG CITY, FUJIAN PROVINCE",00000,"B2306, BLOCK B TOWER 3,",JINJIANG WANDA PLAZA COMMERCIAL COMPLEX,(86) 4008350088,CN,,"JINJIANG CITY, FUJIAN PROVINCE",00000,"B2306, BLOCK B TOWER 3,",JINJIANG WANDA PLAZA COMMERCIAL COMPLEX,KY,,0,LICHEN CHINA LTD,20210803.0,4-NON,0,1231.0,6-K,2025-06-30,2025.0,Q2,2025-09-19,2025-09-19 16:32:00,0,1,licn6k091525_htm.xml,1,
2043,0001185185-25-001248,2070602,HIGHVIEW MERGER CORP.,6770.0,US,FL,DELRAY BEACH,33445,"1615 SOUTH CONGRESS AVE., SUITE 103",,9175536116,US,FL,DELRAY BEACH,33445,"1615 SOUTH CONGRESS AVE., SUITE 103",,KY,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-09-23,2025-09-22 17:44:00,0,1,hvmc10q063025_htm.xml,1,
2044,0001185198-25-000012,1185198,AEI INCOME & GROWTH FUND 25 LLC,6500.0,US,MN,ST PAUL,55101,30 EAST 7TH STREET,SUITE 1300,6512277333,US,MN,ST. PAUL,55101,30 EAST 7TH STREET,SUITE 1300,US,DE,753074973,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-11,2025-08-11 17:29:00,0,1,aei25-20250630_htm.xml,1,
2045,0001185348-25-000022,1185348,PRA GROUP INC,6153.0,US,VA,NORFOLK,23502,120 CORPORATE BLVD STE 100,,7575199300,US,VA,NORFOLK,23502,120 CORPORATE BLVD STE 100,,US,DE,753078675,PORTFOLIO RECOVERY ASSOCIATES INC,20020903.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-06,2025-08-06 17:05:00,0,1,praa-20250630_htm.xml,1,
2046,0000950170-25-105449,1717115,"TEMPUS AI, INC.",7370.0,US,IL,CHICAGO,60654,600 WEST CHICAGO AVENUE,SUITE 510,800-976-5448,US,IL,CHICAGO,60654,600 WEST CHICAGO AVENUE,SUITE 510,US,NV,474903308,"TEMPUS LABS, INC.",20170915.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 06:07:00,0,1,tem-20250630_htm.xml,1,
2047,0000950170-25-105453,96271,TAMPA ELECTRIC CO,4911.0,US,FL,TAMPA,33602,702 N FRANKLIN ST,TECO PLZA,8132284111,US,FL,TAMPA,33602,TAMPA ELECTRIC CO,TECO PLAZA 702 N FRANKLIN ST,US,FL,590475140,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 06:10:00,0,1,ck0000096271-20250630_htm.xml,1,
2048,0000950170-25-105467,1564902,UNITED PARKS & RESORTS INC.,7990.0,US,FL,ORLANDO,32821,6240 SEA HARBOR DRIVE,,(407) 226-5011,US,FL,ORLANDO,32821,6240 SEA HARBOR DRIVE,,US,DE,271220297,"SEAWORLD ENTERTAINMENT, INC.",20121217.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 07:15:00,0,1,prks-20250630_htm.xml,1,
2049,0000950170-25-105468,1808158,REPARE THERAPEUTICS INC.,2834.0,CA,QC,SAINT-LAURENT,H4S 1Z9,7171 FREDERICK BANTING,"SUITE 270, BUILDING 2",(857) 412-7018,CA,QC,SAINT-LAURENT,H4S 1Z9,7171 FREDERICK BANTING,"SUITE 270, BUILDING 2",CA,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 07:16:00,0,1,rptx-20250630_htm.xml,1,
