,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
707,0000950170-25-062766,1720265,GRAYSCALE ZCASH TRUST (ZEC),6221.0,US,CT,STAMFORD,06902,290 HARBOR DRIVE,4TH FLOOR,212-668-1427,US,CT,STAMFORD,06902,290 HARBOR DRIVE,4TH FLOOR,US,DE,826646113,ZCASH INVESTMENT TRUST,20171019.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-02,2025-05-02 16:10:00,0,1,zcsh-20250331_htm.xml,1,
708,0000950170-25-062859,354190,ARTHUR J. GALLAGHER & CO.,6411.0,US,IL,ROLLING MEADOWS,60008-4050,2850 GOLF ROAD,,630-773-3800,US,IL,ROLLING MEADOWS,60008-4050,2850 GOLF ROAD,,US,DE,362151613,ARTHUR J. GALLAGHER & CO.,20190819.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-02,2025-05-02 16:40:00,0,1,ajg-20250331_htm.xml,1,
709,0000950170-25-063450,1895582,"PERSHING SQUARE SPARC HOLDINGS, LTD./DE",6770.0,US,NY,NEW YORK,10019,787 ELEVENTH AVENUE,9TH FLOOR,212-813-3700,US,NY,NEW YORK,10019,787 ELEVENTH AVENUE,9TH FLOOR,US,DE,873427627,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-05,2025-05-05 15:05:00,0,1,ck0001895582-20250331_htm.xml,1,
710,0000950170-25-063553,1812364,"RELAY THERAPEUTICS, INC.",2836.0,US,MA,CAMBRIDGE,02139,399 BINNEY STREET,2ND FLOOR,617-370-8837,US,MA,CAMBRIDGE,02139,399 BINNEY STREET,2ND FLOOR,US,DE,0,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-05,2025-05-05 16:15:00,0,1,rlay-20250331_htm.xml,1,
711,0000950170-25-063951,893949,"PEDIATRIX MEDICAL GROUP, INC.",8060.0,US,FL,SUNRISE,33323,1301 CONCORD TERRACE,,9543840175,US,FL,SUNRISE,33323,1301 CONCORD TERRACE,,US,FL,263667538,"MEDNAX, INC.",20090102.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 07:00:00,0,1,md-20250331_htm.xml,1,
712,0000950170-25-063971,818033,"HERON THERAPEUTICS, INC. /DE/",2834.0,US,CA,SAN DIEGO,92121,"4242 CAMPUS POINT COURT, SUITE 200",,8582514400,US,CA,SAN DIEGO,92121,"4242 CAMPUS POINT COURT, SUITE 200",,US,DE,942875566,AP PHARMA INC /DE/,20010511.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 07:45:00,0,1,hrtx-20250331_htm.xml,1,
713,0000950170-25-064406,1372020,GREAT LAKES DREDGE & DOCK CORP,1600.0,US,TX,HOUSTON,77024,9811 KATY FREEWAY,SUITE 1200,(346) 359-1010,US,TX,HOUSTON,77024,9811 KATY FREEWAY,SUITE 1200,US,DE,205336063,GREAT LAKES DREDGE & DOCK HOLDINGS CORP.,20060808.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 16:00:00,0,1,gldd-20250331_htm.xml,1,
714,0000950170-25-064417,1000209,MEDALLION FINANCIAL CORP,6199.0,US,NY,NEW YORK,10022,437 MADISON AVE 38TH FLOOR,,2123282153,US,NY,NEW YORK,10022,437 MADISON AVENUE,38TH FLOOR,US,DE,43291176,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 16:02:00,0,1,mfin-20250331_htm.xml,1,
715,0000950170-25-064508,878927,"OLD DOMINION FREIGHT LINE, INC.",4213.0,US,NC,THOMASVILLE,27360,500 OLD DOMINION WAY,,3368895000,US,NC,THOMASVILLE,27360,500 OLD DOMINION WAY,,US,VA,560751714,OLD DOMINION FREIGHT LINE INC/VA,19930328.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 16:21:00,0,1,odfl-20250331_htm.xml,1,
716,0000950170-25-064529,1061983,CYTOKINETICS INC,2834.0,US,CA,SOUTH SAN FRANCISCO,94080,350 OYSTER POINT BOULEVARD,.,(650) 624-3000,US,CA,SOUTH SAN FRANCISCO,94080,350 OYSTER POINT BOULEVARD,,,,943291317,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 16:31:00,0,1,cytk-20250331_htm.xml,1,
717,0000950170-25-064603,1792580,OVINTIV INC.,1311.0,US,CO,DENVER,,SUITE 1700,370 - 17 STREET,(303) 623-2300,US,CO,DENVER,,SUITE 1700,370 - 17 STREET,US,DE,0,1847432 ALBERTA ULC,20191029.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 17:05:00,0,1,ovv-20250331_htm.xml,1,
718,0000950170-25-064981,897448,AMARIN CORP PLCUK,2834.0,IE,,DUBLIN 2,D02 VK60,"SPACES SOUTH DOCKLANDS, BLOCK C",77 SIR JOHN ROGERSON'S QUAY,353 1 6699 020,IE,,DUBLIN 2,D02 VK60,"SPACES SOUTH DOCKLANDS, BLOCK C",77 SIR JOHN ROGERSON'S QUAY,GB,,0,AMARIN PHARMACEUTICALS PLC,20000201.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 07:05:00,0,1,amrn-20250331_htm.xml,1,
719,0000950170-25-065032,1394056,"ONE STOP SYSTEMS, INC.",3571.0,US,CA,ESCONDIDO,92029,2235 ENTERPRISE ST STE 110,,760-745-9883,US,CA,ESCONDIDO,92029,2235 ENTERPRISE ST STE 110,,,,330885351,ONE STOP SYSTEMS INC,20070322.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 08:10:00,0,1,oss-20250331_htm.xml,1,
720,0000950170-25-065302,1161728,MGE ENERGY INC,4900.0,US,WI,MADISON,53701-1231,133 SOUTH BLAIR STREET,PO BOX 1231,(608) 252-7000,US,WI,MADISON,53701-1231,133 SOUTH BLAIR STREET,PO BOX 1231,US,WI,392040501,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 12:16:00,0,1,mgee-20250331_htm.xml,2,61339
721,0000950170-25-065365,800240,ODP CORP,5940.0,US,FL,BOCA RATON,33496,6600 NORTH MILITARY TRAIL,,561-438-4800,US,FL,BOCA RATON,33496,6600 NORTH MILITARY TRAIL,,US,DE,851457062,OFFICE DEPOT INC,19920703.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 13:01:00,0,1,odp-20250329_htm.xml,1,
722,0000950170-25-065585,1024795,"HELIOS TECHNOLOGIES, INC.",3490.0,US,FL,SARASOTA,34243,7456 SIXTEENTH STREET EAST,,9413621200,US,FL,SARASOTA,34243,7456 SIXTEENTH STREET EAST,,US,FL,592754337,SUN HYDRAULICS CORP,19970423.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 15:54:00,0,1,hlio-20250329_htm.xml,1,
723,0000950170-25-065599,720672,STIFEL FINANCIAL CORP,6211.0,US,MO,ST. LOUIS,63102-2102,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,314-342-2000,US,MO,ST. LOUIS,63102-2102,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,US,DE,431273600,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 16:01:00,0,1,sf-20250331_htm.xml,1,
724,0000950170-25-065901,1831096,"GREAT ELM GROUP, INC.",7372.0,US,FL,PALM BEACH GARDENS,33410,3801 PGA BOULEVARD,SUITE 603,(617) 375-3006,US,FL,PALM BEACH GARDENS,33410,3801 PGA BOULEVARD,SUITE 603,US,DE,853622015,,,4-NON,0,630.0,10-Q,2025-03-31,2025.0,Q3,2025-05-07,2025-05-07 17:12:00,0,1,geg-20250331_htm.xml,1,
725,0000950170-25-066401,1861560,"NUVALENT, INC.",2834.0,US,MA,CAMBRIDGE,02142,"ONE BROADWAY, 14TH FLOOR",,508-446-2272,US,MA,CAMBRIDGE,02142,"ONE BROADWAY, 14TH FLOOR",,US,DE,0,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 07:43:00,0,1,nuvl-20250331_htm.xml,1,
726,0000950170-25-066557,1005210,SUBURBAN PROPANE PARTNERS LP,5900.0,US,NJ,WIPPANY,07981,P O BOX 206,240 ROUTE 10 WEST,9738875300,US,NJ,WHIPPANY,07981,ONE SUBURBAN PLZ,240 RTE 10 WEST,US,DE,223410353,,,1-LAF,0,930.0,10-Q,2025-03-31,2025.0,Q2,2025-05-08,2025-05-08 11:31:00,0,1,sph-20250329_htm.xml,1,
727,0000950170-25-066562,746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731.0,US,WA,BELLEVUE,98006,"STERLING PLAZA 2, 3RD FLOOR",3545 FACTORIA BLVD. SE,2066743400,US,WA,SEATTLE,98101,1200 THIRD AVENUE,,US,WA,911069248,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 11:38:00,0,1,expd-20250331_htm.xml,1,
728,0000950170-25-066907,1314102,"EYEPOINT PHARMACEUTICALS, INC.",3826.0,US,MA,WATERTOWN,02472,480 PLEASANT STREET,SUITE B300,617-926-5000,US,MA,WATERTOWN,02472,480 PLEASANT STREET,SUITE B300,US,DE,262774444,PSIVIDA CORP.,20080619.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:05:00,0,1,eypt-20250331_htm.xml,1,
729,0000950170-25-066940,1966494,"CARGO THERAPEUTICS, INC.",2836.0,US,CA,SAN CARLOS,94070,"835 INDUSTRIAL ROAD, SUITE 400",,650-499-8950,US,CA,SAN CARLOS,94070,"835 INDUSTRIAL ROAD, SUITE 400",,US,DE,844080422,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:10:00,0,1,crgx-20250331_htm.xml,1,
730,0000950170-25-066942,1863127,"TYRA BIOSCIENCES, INC.",2834.0,US,CA,CARLSBAD,92008,2656 STATE STREET,,(619) 728-4760,US,CA,CARLSBAD,92008,2656 STATE STREET,,US,DE,831476348,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:10:00,0,1,tyra-20250331_htm.xml,1,
731,0000950170-25-067006,31235,EASTMAN KODAK CO,3861.0,US,NY,ROCHESTER,14650-0910,343 STATE ST,,5857244000,US,NY,ROCHESTER,14650,343 STATE STREET,,US,NJ,160417150,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:16:00,0,1,kodk-20250331_htm.xml,1,
732,0000950170-25-067068,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213.0,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,(586) 920-0100,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,US,NV,383640097,"UNIVERSAL TRUCKLOAD SERVICES, INC.",20041109.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:30:00,0,1,ulh-20250329_htm.xml,1,
733,0000950170-25-067184,1383149,INVESCO DB US DOLLAR INDEX BEARISH FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778084,POWERSHARES DB US DOLLAR INDEX BEARISH FUND,20061208.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 17:08:00,0,1,udn-20250331_htm.xml,2,1371571
734,0000950170-25-067195,1069878,TREX CO INC,2400.0,US,VA,WINCHESTER,22601,2500 TREX WAY,,5405426300,US,VA,WINCHESTER,22601,2500 TREX WAY,,US,DE,541910453,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 17:10:00,0,1,trex-20250331_htm.xml,1,
735,0000950170-25-067197,1353613,INVESCO CURRENCYSHARES JAPANESE YEN TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",US,NY,0,CURRENCYSHARES JAPANESE YEN TRUST,20060216.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 17:10:00,0,1,fxy-20250331_htm.xml,1,
736,0000950170-25-067206,1383151,INVESCO DB US DOLLAR INDEX BULLISH FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,US,DE,870778082,POWERSHARES DB US DOLLAR INDEX BULLISH FUND,20061208.0,2-ACC,0,1231.0,10-Q,2025-03-31,2024.0,Q1,2025-05-08,2025-05-08 17:13:00,0,1,uup-20250331_htm.xml,2,1371571
737,0000950170-25-067220,1973266,"TKO GROUP HOLDINGS, INC.",7900.0,US,NY,NEW YORK,10010,200 FIFTH AVE,,646-558-8333,US,NY,NEW YORK,10010,200 FIFTH AVE,,US,DE,0,NEW WHALE INC.,20230412.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 17:15:00,0,1,tko-20250331_htm.xml,1,
738,0000950170-25-067496,1782303,"BOUNDLESS BIO, INC.",2834.0,US,CA,SAN DIEGO,92121,10955 ALEXANDRIA WAY,SUITE 100,(858) 766-9912,US,CA,SAN DIEGO,92121,10955 ALEXANDRIA WAY,SUITE 100,US,DE,830751369,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 07:10:00,0,1,bold-20250331_htm.xml,1,
739,0000950170-25-067608,1054905,INNOSPEC INC.,2800.0,US,CO,ENGLEWOOD,80112,8310 SOUTH VALLEY HIGHWAY,SUITE 350,7203556451,US,CO,ENGLEWOOD,80112,8310 SOUTH VALLEY HIGHWAY,SUITE 350,US,DE,981081725,OCTEL CORP,19980209.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 09:47:00,0,1,iosp-20250331_htm.xml,1,
740,0000950170-25-067621,1920294,REZOLVE AI PLC,7370.0,,,LONDON,,21 SACKVILLE STREET,,44-797-382-9433,,,LONDON,,21 SACKVILLE STREET,,GB,,0,REZOLVE AI LTD,20240827.0,4-NON,0,1231.0,424B3,2024-12-31,,,2025-05-09,2025-05-09 10:11:00,0,1,rzlv-20250509_htm.xml,1,
741,0000950170-25-067733,1315257,KOPPERS HOLDINGS INC.,2400.0,US,PA,PITTSBURGH,15219,436 SEVENTH AVENUE,,412-227-2001,US,PA,PITTSBURGH,15219,436 SEVENTH AVENUE,,US,PA,201878963,KI HOLDINGS INC.,20050124.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 12:22:00,0,1,kop-20250331_htm.xml,1,
742,0000950170-25-067974,1031235,"GLOBAL SELF STORAGE, INC.",6798.0,US,NY,MILLBROOK,12545,3814 ROUTE 44,,2127850900,US,NY,MILLBROOK,12545,3814 ROUTE 44,,US,MD,133926714,"SELF STORAGE GROUP, INC.",20131118.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 16:00:00,0,1,self-20250331_htm.xml,1,
743,0000950170-25-068076,1823406,"AFFINITY BANCSHARES, INC.",6036.0,US,GA,COVINGTON,30014,3175 HIGHWAY 278,,(770) 786-7088,US,GA,COVINGTON,30014,3175 HIGHWAY 278,,US,MD,821147778,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 16:30:00,0,1,afbi-20250331_htm.xml,1,
744,0000950170-25-068146,1756701,"LINKBANCORP, INC.",6022.0,US,PA,CAMP HILL,17011,1250 CAMP HILL BYPASS,SUITE 202,7177787243,US,PA,CAMP HILL,17011,1250 CAMP HILL BYPASS,SUITE 202,US,PA,825130531,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 16:41:00,0,1,lnkb-20250331_htm.xml,1,
745,0000950170-25-068203,1287865,MEDICAL PROPERTIES TRUST INC,6798.0,US,AL,BIRMINGHAM,35242,1000 URBAN CENTER DRIVE,SUITE 501,205-969-3755,US,AL,BIRMINGHAM,35242,1000 URBAN CENTER DRIVE,SUITE 501,US,DE,0,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 17:06:00,0,1,mpw-20250331_htm.xml,2,1524607
746,0000950170-25-068774,2013744,BITWISE ETHEREUM ETF,6199.0,US,CA,SAN FRANCISCO,94104,250 MONTGOMERY STREET,SUITE 200,415-707-3663,US,CA,SAN FRANCISCO,94104,250 MONTGOMERY STREET,SUITE 200,US,DE,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 11:26:00,0,1,ethw-20250331_htm.xml,1,
747,0000950170-25-069125,1645460,"CUE BIOPHARMA, INC.",2834.0,US,MA,BOSTON,02135,40 GUEST STREET,,617-949-2680,US,MA,BOSTON,02135,40 GUEST STREET,,US,DE,473324577,"IMAGEN BIOPHARMA, INC.",20150617.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:00:00,0,1,cue-20250331_htm.xml,1,
748,0000950170-25-069144,1568385,"BRIGHT MOUNTAIN MEDIA, INC.",7371.0,US,FL,BOCA RATON,33487,6400 CONGRESS AVE.,SUITE 2050,561-998-2440,US,FL,BOCA RATON,33487,6400 CONGRESS AVE.,SUITE 2050,US,FL,272977890,BRIGHT MOUNTAIN ACQUISITION CORP,20140729.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:05:00,0,1,bmtm-20250331_htm.xml,1,
749,0000950170-25-069203,921299,FIBROGEN INC,2834.0,US,CA,SAN FRANCISCO,94133,350 BAY STREET,SUITE 100 #6009,415-978-1200,US,CA,SAN FRANCISCO,94133,350 BAY STREET,SUITE 100 #6009,US,DE,0,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:11:00,0,1,fgen-20250331_htm.xml,1,
750,0000950170-25-069237,1590877,REGENXBIO INC.,2836.0,US,MD,ROCKVILLE,20850,9804 MEDICAL CENTER DRIVE,,240-552-8181,US,MD,ROCKVILLE,20850,9804 MEDICAL CENTER DRIVE,,,,471851754,"REGENXBIO, INC.",20150116.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:15:00,0,1,rgnx-20250331_htm.xml,1,
751,0000950170-25-069238,1089872,"GAIA, INC",7812.0,US,CO,LOUISVILLE,80027-2452,833 WEST BOULDER ROAD,BLDG G,3032223330,US,CO,LOUISVILLE,80027-2452,833 WEST BOULDER ROAD,BLDG G,US,CO,841113527,"GAIAM, INC",20080519.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:15:00,0,1,gaia-20250331_htm.xml,1,
752,0000950170-25-069255,2047235,"WINCHESTER BANCORP, INC./MD/",6036.0,US,MA,WINCHESTER,01890,661 MAIN STREET,,(781) 729-2130,US,MA,WINCHESTER,01890,661 MAIN STREET,,US,MD,0,,,4-NON,0,630.0,10-Q,2025-03-31,2025.0,Q3,2025-05-12,2025-05-12 16:19:00,0,1,wsbk-20250331_htm.xml,1,
753,0000950170-25-069274,1052354,MAN AHL DIVERSIFIED I LP,6221.0,US,IL,CHICAGO,60606,123 NORTH WACKER DRIVE,SUITE 2800,312-881-6800,US,IL,CHICAGO,60606,123 NORTH WACKER DRIVE,SUITE 2800,US,DE,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:26:00,0,1,ck0001052354-20250331_htm.xml,1,
754,0000950170-25-069311,1885522,"NEUMORA THERAPEUTICS, INC.",2836.0,US,MA,WATERTOWN,02472,"490 ARSENAL WAY, SUITE 200",,(857) 760-0900,US,MA,WATERTOWN,02472,"490 ARSENAL WAY, SUITE 200",,US,DE,844367680,"RBNC THERAPEUTICS, INC.",20210929.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-12,2025-05-12 16:34:00,0,1,nmra-20250331_htm.xml,1,
755,0000950170-25-070188,1923622,PGIM PRIVATE CREDIT FUND,,US,NJ,NEWARK,07102,655 BROAD ST,,(973) 802-5032,US,NJ,NEWARK,07102,655 BROAD ST,,US,DE,0,PGIM SENIOR LOAN OPPORTUNITIES FUND,20220414.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-13,2025-05-13 15:08:00,0,1,ck0001923622-20250331_htm.xml,1,
756,0000950170-25-070284,1843973,FLYEXCLUSIVE INC.,4522.0,US,NY,NEW YORK,10152,"375 PARK AVENUE, 24TH FLOOR",,212 888 1040,US,NY,NEW YORK,10152,"375 PARK AVENUE, 24TH FLOOR",,US,DE,861740840,EG ACQUISITION CORP.,20210202.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-13,2025-05-13 16:04:00,0,1,flyx-20250331_htm.xml,1,
757,0000950170-25-070374,1750284,"OLEMA PHARMACEUTICALS, INC.",2834.0,US,CA,SAN FRANCISCO,94103,780 BRANNAN STREET,,(415) 651-3316,US,CA,SAN FRANCISCO,94103,780 BRANNAN STREET,,US,DE,300409740,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-13,2025-05-13 16:15:00,0,1,olma-20250331_htm.xml,1,
758,0000950170-25-070401,1403708,EVOKE PHARMA INC,2834.0,US,CA,SOLANA BEACH,92075,420 STEVENS AVENUE,SUITE 230,858-345-1494,US,CA,SOLANA BEACH,92075,420 STEVENS AVENUE,SUITE 230,US,DE,208447886,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-13,2025-05-13 16:20:00,0,1,evok-20250331_htm.xml,1,
759,0000950170-25-070774,1578348,"INVESTCORP CREDIT MANAGEMENT BDC, INC.",,US,NY,NEW YORK,10017,280 PARK AVENUE,39TH FLOOR,212-388-5813,US,NY,NEW YORK,10017,280 PARK AVENUE,39TH FLOOR,US,MD,462883380,CM FINANCE INC,20130531.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-13 20:37:00,0,1,icmb-20250331_htm.xml,1,
760,0000950170-25-071352,1976336,ANTARES PRIVATE CREDIT FUND,,US,IL,CHICAGO,60661,C/O ANTARES CAPITAL CREDIT ADVISERS LLC,"500 WEST MONROE STREET, SUITE 1700",312-638-4000,US,IL,CHICAGO,60661,C/O ANTARES CAPITAL CREDIT ADVISERS LLC,"500 WEST MONROE STREET, SUITE 1700",US,DE,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:05:00,0,1,ck0001976336-20250331_htm.xml,1,
761,0000950170-25-071362,1856236,"EUROPEAN WAX CENTER, INC.",7200.0,US,TX,PLANO,75024,"5830 GRANITE PARKWAY, 3RD FLOOR",,469-264-8123,US,TX,PLANO,75024,"5830 GRANITE PARKWAY, 3RD FLOOR",,,,863150064,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:06:00,0,1,ewcz-20250405_htm.xml,1,
762,0000950170-25-071389,1746466,"EQUILLIUM, INC.",2834.0,US,CA,LA JOLLA,92037,2223 AVENIDA DE LA PLAYA,SUITE 105,(858) 412-5302,US,CA,LA JOLLA,92037,2223 AVENIDA DE LA PLAYA,SUITE 105,US,DE,821554746,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:10:00,0,1,eq-20250331_htm.xml,1,
763,0000950170-25-071424,1851961,"GCT SEMICONDUCTOR HOLDING, INC.",3674.0,US,CA,SAN JOSE,95131,2290 NORTH 1ST STREET,SUITE 201,408-434-6040,US,CA,SAN JOSE,95131,2290 NORTH 1ST STREET,SUITE 201,US,DE,862171699,CONCORD ACQUISITION CORP III,20210318.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:16:00,0,1,gcts-20250331_htm.xml,1,
764,0000950170-25-071455,1787400,"NKARTA, INC.",2834.0,US,CA,SOUTH SAN FRANCISCO,94080,1150 VETERANS BOULEVARD,,(925) 407-1049,US,CA,SOUTH SAN FRANCISCO,94080,1150 VETERANS BOULEVARD,,US,DE,474515206,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:22:00,0,1,nktx-20250331_htm.xml,1,
765,0000950170-25-071598,1959568,"SENIOR CREDIT INVESTMENTS, LLC",,US,NY,NEW YORK,10022,520 MADISON AVENUE,,212-708-2748,US,NY,NEW YORK,10022,520 MADISON AVENUE,,US,DE,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 17:11:00,0,1,ck0001959568-20250331_htm.xml,1,
766,0000950170-25-071600,1959604,JEFFERIES CREDIT PARTNERS BDC INC.,,US,NY,NEW YORK,10022,520 MADISON AVENUE,,(212) 708-2612,US,NY,NEW YORK,10022,520 MADISON AVENUE,,US,MD,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 17:12:00,0,1,ck0001959604-20250331_htm.xml,1,
767,0000950170-25-071601,1876255,"AB COMMERCIAL REAL ESTATE PRIVATE DEBT FUND, LLC",6798.0,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS,,212-969-1000,US,NY,NEW YORK,10105,1345 AVENUE OF THE AMERICAS,,US,DE,871137341,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 17:13:00,0,1,ck0001876255-20250331_htm.xml,1,
768,0000950170-25-072560,1707502,SOLID BIOSCIENCES INC.,2836.0,US,MA,CHARLESTOWN,02129,500 RUTHERFORD AVENUE,3RD FLOOR,617-337-4680,US,MA,CHARLESTOWN,02129,500 RUTHERFORD AVENUE,3RD FLOOR,US,DE,900943402,"SOLID BIOSCIENCES, LLC",20170524.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-15,2025-05-15 16:04:00,0,1,sldb-20250331_htm.xml,1,
769,0000950170-25-072601,1826889,"BEACHBODY COMPANY, INC.",5960.0,US,CA,EL SEGUNDO,90245,400 CONTINENTAL BLVD,SUITE 400,3109850200,US,CA,EL SEGUNDO,90245,400 CONTINENTAL BLVD,SUITE 400,US,DE,0,FOREST ROAD ACQUISITION CORP.,20201001.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-15,2025-05-15 16:06:00,0,1,body-20250331_htm.xml,1,
